Run,RunSeed,RunMinDistance_DRAMPPI,RunMinDistance_DRMPPI,RunMinDistance_MPPI,RunMinDistance_RAMPPI,SafetyViolation_DRAMPPI,SafetyViolation_DRMPPI,SafetyViolation_MPPI,SafetyViolation_RAMPPI,Collision_DRAMPPI,Collision_DRMPPI,Collision_MPPI,Collision_RAMPPI,TotalQSigmaInvStageCost_DRAMPPI,TotalQSigmaInvStageCost_DRMPPI,TotalQSigmaInvStageCost_MPPI,TotalQSigmaInvStageCost_RAMPPI,RunMaxComputeTimeMs_DRAMPPI,RunMaxComputeTimeMs_DRMPPI,RunMaxComputeTimeMs_MPPI,RunMaxComputeTimeMs_RAMPPI,AllOthersCollided,DROnlyNoCollision,DRMinDistanceAdvantage
75,2013637345,0.14054502546787262,0.7146677374839783,0.24643917381763458,0.5441386699676514,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.158355770632625,30.050460198894143,20.519797073677182,29.40774724446237,36.42634900097619,20.466516001761192,10.363441000663443,15.619895999407163,False,False,0.1705290675163269
76,1187468716,0.06128842383623123,0.5944862961769104,0.2393522411584854,0.6531177163124084,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.462503023445606,26.793294973671436,20.47054462134838,27.97751947119832,39.44254000089131,18.986724000569666,12.179741999716498,15.5487260017253,False,False,-0.05863142013549805
77,1062978506,0.46191108226776123,0.7014819383621216,0.23103024065494537,0.627629816532135,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.801980951800942,28.641369111835957,20.60315124131739,27.296559436246753,36.284015001001535,19.771158000366995,10.820609000802506,16.039060999901267,False,False,0.07385212182998657
78,679326770,0.22082094848155975,0.7104673385620117,0.23563796281814575,0.6498610973358154,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,24.84868400543928,28.117212668061256,20.46386115066707,27.75563955307007,39.46691099918098,19.270004002464702,10.900613997364417,17.748400001437403,False,False,0.06060624122619629
79,587923432,0.005602596793323755,0.6518923044204712,0.24392864108085632,0.5205773115158081,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.988465305417776,26.550096061080694,20.416368413716555,27.913823215290904,43.394180000177585,20.419866999873193,18.269626001711003,18.706948998442385,False,False,0.13131499290466309
80,1359889667,0.1634543538093567,0.664145827293396,0.23036371171474457,0.6495646834373474,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.524393813684583,27.982281969860196,20.4845587965101,26.892267554998398,37.21506299916655,26.910060998488916,15.982212000380969,16.862175998539897,False,False,0.014581143856048584
81,970187386,0.11991623789072037,0.6142557263374329,0.23178423941135406,0.6419150233268738,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.968034887686372,26.921707710251212,20.496427446603775,26.209968822076917,34.021796000160975,21.29798399982974,11.044863997085486,17.457099998864578,False,False,-0.027659296989440918
82,1219839873,0.47939565777778625,0.6913862228393555,0.23327481746673584,0.6534852981567383,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.90259758196771,27.905031019821763,20.417917773127556,26.198370365425944,87.46989300198038,21.785205997730372,14.094764999754261,16.88799100156757,False,False,0.03790092468261719
83,1428160212,0.30634021759033203,0.6971133351325989,0.2281433641910553,0.6524244546890259,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.011266086250544,27.300494723021984,20.49037478491664,26.094249898567796,366.5697420001379,20.498284000495914,20.16079299937701,40.215943998191506,False,False,0.044688880443573
84,1930609499,0.2986437678337097,0.6519557237625122,0.2224811613559723,0.6433302760124207,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.682472113519907,26.042419662699103,20.48066853173077,26.25953932106495,86.31068600152503,20.26083799864864,11.900143999810098,31.944163998559816,False,False,0.008625447750091553
85,710582861,0.63348788022995,0.6872941255569458,0.24502938985824585,0.6585884094238281,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.30312409438193,26.928625211119652,20.579811887815595,30.962661687284708,49.91508000239264,97.95727299933787,19.02429899928393,23.745599002722884,False,False,0.028705716133117676
86,1463614337,0.4554060697555542,0.6868157386779785,0.23695778846740723,0.6623271703720093,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.882353557273746,26.804944314062595,20.536578807979822,27.018090086057782,54.22642499979702,19.237554999563145,32.028920999437105,90.97041000131867,False,False,0.02448856830596924
87,1940152705,0.05822140350937843,0.7066100239753723,0.2417314350605011,0.5768249034881592,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.23445508442819,27.583066338673234,20.514667872339487,26.500319158658385,71.93571000243537,22.78897100040922,14.590385002520634,21.994138001900865,False,False,0.12978512048721313
88,985452196,0.15371036529541016,0.7068892121315002,0.2353951334953308,0.5305116176605225,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.379606772214174,27.412734799087048,20.533945696428418,26.42035081796348,34.18471899931319,19.91392300260486,23.402154998620972,20.143615001870785,False,False,0.17637759447097778
89,552062587,0.13678216934204102,0.6875750422477722,0.2326604425907135,0.6549205780029297,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.884652338922024,28.632226774469018,20.482826475054026,26.47740071825683,35.67795299750287,20.444457997655263,11.387496997485869,15.85713299937197,False,False,0.03265446424484253
90,623566272,0.3237226903438568,0.7054264545440674,0.22273662686347961,0.6450419425964355,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.433101711794734,30.106531823053956,20.409229442477226,29.577848276123405,38.060440001572715,20.067378001840552,12.798859002941754,18.227995999041013,False,False,0.060384511947631836
91,729775797,0.13512736558914185,0.7178353667259216,0.23408959805965424,0.5643126964569092,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.902480699121952,27.882416548207402,20.476276768371463,25.936629762873054,42.29770500023733,22.273219998169225,12.070323999068933,17.888066002342384,False,False,0.15352267026901245
92,1352536665,0.20550523698329926,0.5970261096954346,0.23666392266750336,0.3415962755680084,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,27.185197047889233,26.601986253634095,20.588714241981506,26.97391790896654,41.533886000252096,18.986175000463845,9.367307000502478,16.504164999787463,True,True,0.25542983412742615
93,555883440,0.3023477792739868,0.641944169998169,0.239838108420372,0.6610389351844788,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.211196998134255,27.928149469196796,20.432231158018112,25.61838322505355,47.11641699759639,83.6677890001738,11.028991000785027,17.91372300067451,False,False,-0.019094765186309814
94,1801800003,0.0738937109708786,0.7054756879806519,0.2209482192993164,0.6460702419281006,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.704152474179864,29.159190533682704,20.438109731301665,26.501166559755802,105.7134059992677,19.41838100174209,12.672298998950282,16.73610999932862,False,False,0.05940544605255127
95,763315502,0.2566002607345581,0.7087600231170654,0.23434790968894958,0.6686568260192871,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900950275361538,28.466112591326237,20.61078567430377,26.60786166600883,69.87036899954546,23.55265999722178,18.096432999300305,61.04035099997418,False,False,0.04010319709777832
96,138897982,0.34702393412590027,0.6915904879570007,0.24489669501781464,0.6589465141296387,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.02671243995428,27.17473268508911,20.662540201097727,26.398538157343864,49.62437900030636,19.544196002243552,16.530886001419276,18.617316000018036,False,False,0.03264397382736206
97,10785379,0.6505191922187805,0.734862208366394,0.2340325266122818,0.6611218452453613,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.1739025618881,28.811067571863532,20.535269325599074,27.169707622379065,64.61082800160511,20.38236800217419,17.281529999308987,16.91225700051291,False,False,0.07374036312103271
98,53923185,0.1401532143354416,0.5129390358924866,0.22702935338020325,0.2146848440170288,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,25.819273464381695,26.953577030450106,20.496870685368776,27.976340057328343,79.02802299940959,20.22497700090753,16.04363400110742,16.821614997752476,True,True,0.2859096825122833
99,1349917978,0.2283908575773239,0.6228695511817932,0.23389014601707458,0.6588871479034424,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.35470525547862,26.245973501354456,20.41036549769342,28.533160848543048,33.88973900291603,18.922555002063746,19.130167002003873,15.669759999582311,False,False,-0.03601759672164917
