Algorithm,Run,RunMinDistance,SafetyViolation,Collision,TotalQSigmaInvStageCost,RunMaxComputeTimeMs
DRAMPPI,29,0.043579161167144775,1.0,1.0,5.374378908192739,57.78938600269612
DRAMPPI,30,0.06670515984296799,1.0,1.0,5.19660000235308,58.166229999187635
DRAMPPI,31,0.028320826590061188,1.0,1.0,5.4174309495138,84.54871699723299
DRAMPPI,32,0.09067642688751221,1.0,1.0,5.383742995327339,59.799782997288276
DRAMPPI,33,0.04036542773246765,1.0,1.0,5.313568481709808,236.9605660023808
DRAMPPI,34,0.054139915853738785,1.0,1.0,5.47506092407275,70.81745499817771
DRAMPPI,35,0.0472346656024456,1.0,1.0,5.547940079472028,234.20265700042364
DRAMPPI,36,0.08321075886487961,1.0,1.0,5.455637902021408,58.63520599814365
DRAMPPI,37,0.013398957438766956,1.0,1.0,5.224485519574955,58.310070002335124
DRAMPPI,38,0.0274406298995018,1.0,1.0,5.378119234461337,150.4306729984819
DRAMPPI,39,0.05949287489056587,1.0,1.0,5.429107548086904,61.35390599956736
DRAMPPI,40,0.055219631642103195,1.0,1.0,5.379136598552577,163.52232999997796
DRAMPPI,41,0.04925216734409332,1.0,1.0,5.4327888855477795,58.30870599675109
DRAMPPI,42,0.09749388694763184,1.0,1.0,5.214617838035338,60.13180200170609
DRAMPPI,43,0.08371969312429428,1.0,1.0,5.39843284804374,61.08349900023313
DRAMPPI,44,0.09124377369880676,1.0,1.0,5.407773036393337,63.11050699878251
DRAMPPI,45,0.048262644559144974,1.0,1.0,5.347423397004604,60.4629110021051
DRAMPPI,46,0.049466319382190704,1.0,1.0,5.565156088792719,58.612346001609694
DRAMPPI,47,0.047834087163209915,1.0,1.0,5.31964101199992,59.24702199990861
DRAMPPI,48,0.04446282982826233,1.0,1.0,5.249811563524418,62.775406000582734
DRAMPPI,49,0.051071103662252426,1.0,1.0,5.359747145790607,58.09680899983505
DRAMPPI,50,0.051891524344682693,1.0,1.0,5.287248836946674,178.53885400108993
DRAMPPI,51,0.06164713203907013,1.0,1.0,5.357901824172586,92.5788200001989
DRAMPPI,52,0.06935746967792511,1.0,1.0,5.387973763397895,63.94561799970688
DRAMPPI,53,0.07320037484169006,1.0,1.0,5.268452234682627,62.03327199909836
DRAMPPI,54,0.10315012186765671,1.0,1.0,5.424953989684582,62.01679200239596
DRAMPPI,55,0.06833235919475555,1.0,1.0,5.28625398746226,60.85980900024879
DRAMPPI,56,0.028745217248797417,1.0,1.0,5.333103750832379,62.44830699870363
DRAMPPI,57,0.09620567411184311,1.0,1.0,5.481024009757675,63.964789998863125
DRAMPPI,58,0.04141273722052574,1.0,1.0,5.422328820917755,58.35054099952686
DRAMPPI,59,0.08067057281732559,1.0,1.0,5.440121542196721,101.33691699957126
DRAMPPI,60,0.022547202184796333,1.0,1.0,5.2127902411157265,60.93058400074369
DRAMPPI,61,0.06863562017679214,1.0,1.0,5.525940884370357,151.9889150004019
DRAMPPI,62,0.03483785316348076,1.0,1.0,5.3512822792399675,58.08592100220267
DRAMPPI,63,0.020198442041873932,1.0,1.0,5.335985525161959,217.4742379975214
DRAMPPI,64,0.03839199244976044,1.0,1.0,5.56640521355439,284.6014459973958
DRAMPPI,65,0.09696093201637268,1.0,1.0,5.369786236202344,218.42111500154715
DRAMPPI,66,0.08797881007194519,1.0,1.0,5.283486102707684,58.35724699863931
DRAMPPI,67,0.05139697715640068,1.0,1.0,5.230011444655247,120.92307700004312
DRAMPPI,68,0.006961592007428408,1.0,1.0,5.287122487439774,58.50636700051837
DRAMPPI,69,0.08909735083580017,1.0,1.0,5.464692113921046,133.74463499712874
DRAMPPI,70,0.09743507206439972,1.0,1.0,5.373564465320669,60.24921299831476
DRAMPPI,71,0.05538063496351242,1.0,1.0,5.470418851706199,58.374402000481496
DRAMPPI,72,0.02424141764640808,1.0,1.0,5.281226862920448,297.71881900160224
DRAMPPI,73,0.10640036314725876,1.0,1.0,5.382942440803163,93.5854789968289
DRAMPPI,74,0.014564134180545807,1.0,1.0,5.327163799898699,131.83168200339423
DRAMPPI,75,0.10433643311262131,1.0,1.0,5.339884504908696,59.926469999481924
DRAMPPI,76,0.09552145004272461,1.0,1.0,5.211276446003467,61.860748999606585
DRAMPPI,77,0.10579667240381241,1.0,1.0,5.462741621769965,61.63186800040421
DRAMPPI,78,0.019031142815947533,1.0,1.0,5.3724549864418805,59.739764998084866
DRAMPPI,79,0.09268244355916977,1.0,1.0,5.410698036663234,61.62481900173589
DRAMPPI,80,0.0341438390314579,1.0,1.0,5.3898200610419735,58.535944001050666
DRAMPPI,81,0.10231027752161026,1.0,1.0,5.272411149926484,61.84073599797557
DRAMPPI,82,0.029017064720392227,1.0,1.0,5.279567788820714,60.272403999988455
DRAMPPI,83,0.06972327083349228,1.0,1.0,5.3411777873989195,58.77909699847805
DRAMPPI,84,0.07074059545993805,1.0,1.0,5.288714004564099,62.13171299896203
DRAMPPI,85,0.05845504254102707,1.0,1.0,5.320442336495034,61.79190200055018
DRAMPPI,86,0.061545439064502716,1.0,1.0,5.3261354573769495,59.46221499834792
DRAMPPI,87,0.05828559026122093,1.0,1.0,5.219815967604518,62.000195001019165
DRAMPPI,88,0.09820118546485901,1.0,1.0,5.198282333905809,60.880480999912834
DRAMPPI,89,0.0352141372859478,1.0,1.0,5.395022403798066,63.579862002370646
DRAMPPI,90,0.0703766793012619,1.0,1.0,5.3114507449790835,60.43557100201724
DRAMPPI,91,0.05419353023171425,1.0,1.0,5.434468239545822,58.92906400185893
DRAMPPI,92,0.041136227548122406,1.0,1.0,5.257585220970213,61.73061899971799
DRAMPPI,93,0.08557148277759552,1.0,1.0,5.54795367049519,61.09073200059356
DRAMPPI,94,0.07064592838287354,1.0,1.0,5.371270755771548,60.365180997905554
DRAMPPI,95,0.01856980100274086,1.0,1.0,5.3588419634616,62.90321800042875
DRAMPPI,96,0.02513580396771431,1.0,1.0,5.394324817927554,199.24652799818432
DRAMPPI,97,0.0795418992638588,1.0,1.0,5.149987158598378,364.62609299996984
DRAMPPI,98,0.06513698399066925,1.0,1.0,5.280106538091786,118.18474200117635
DRAMPPI,99,0.10069261491298676,1.0,1.0,5.378412955556996,58.49034800121444
