epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.016,0.55,0.44999999999999996,0.55,-0.1384815275669098,-0.005334743308872021,0.0598973510110298,7.1453870002110484,0.4416797198053114,46.953305788338184,1.2029207117872143
0.017,0.61,0.39,0.61,-0.30000001192092896,-0.02540677685814444,0.06766997860299345,7.220537079474889,0.5341885536587725,46.80466630728915,1.2119813581278778
0.018,0.63,0.37,0.63,-0.28764304518699646,-0.024248379825585288,0.06626568269528661,7.264473849155475,0.4882715027554207,47.9529237234965,1.0810583499112758
0.019,0.57,0.43000000000000005,0.57,-0.2715231776237488,-0.019635283171373884,0.06961381231971127,7.185089313420467,0.4775270367285939,48.18189501995221,1.426158248906265
0.02,0.56,0.43999999999999995,0.56,-0.24467724561691284,-0.016597434164723382,0.0638458163729888,7.214700423438335,0.4600574945123481,47.96632920159027,1.0871435457606764
0.021,0.52,0.48,0.52,-0.21685528755187988,-0.01694185241794912,0.07004905552443798,7.344293194269994,0.5054412869204762,47.374638186302036,1.141033989729506
0.022,0.64,0.36,0.64,-0.30000001192092896,-0.03398539715097286,0.07605855948560632,7.337042220694712,0.47331082848134987,46.733107906766236,1.2573573997756637
0.023,0.6,0.4,0.6,-0.23232915997505188,-0.024550748999463395,0.07740036785030151,7.323269934388809,0.45682460849995904,46.79613753221929,1.748394004288024
0.024,0.75,0.25,0.75,-0.30000001192092896,-0.056017221236252225,0.09017664196226653,7.334556891397806,0.5377731791068261,46.62792879156768,1.1612292545259555
0.025,0.7,0.30000000000000004,0.7,-0.30000001192092896,-0.04111624134995509,0.09002026893077504,7.345285132277058,0.48373824245126623,46.8974751024507,1.8655737755223354
0.026,0.76,0.24,0.76,-0.30000001192092896,-0.058899174228427,0.08925907507985856,7.433746623063926,0.5131567861128215,47.47786866966635,2.9355968671821127
0.027,0.79,0.20999999999999996,0.79,-0.30000001192092896,-0.06674375724978746,0.10017351974961314,7.433615191469435,0.5415497361351653,48.510598570574075,0.991208272047564
0.028,0.78,0.21999999999999997,0.78,-0.26872333884239197,-0.06058799181832,0.0913891860866391,7.3709728290617935,0.44407058425757323,48.5581722506322,1.0652991424974314
0.029,0.77,0.22999999999999998,0.77,-0.2763602137565613,-0.053599826256977394,0.10602818851569759,7.402548785917461,0.5104913269149413,48.58578742481768,1.34851922744786
0.03,0.78,0.21999999999999997,0.78,-0.30000001192092896,-0.06306073116837069,0.10652746977999235,7.423775881582405,0.5115738372911681,47.40250995149836,1.201851859149081
0.031,0.74,0.26,0.74,-0.28816941380500793,-0.049331061452394354,0.10951760005798906,7.410491435212316,0.5283851868662962,47.173587679862976,2.038050043795081
0.032,0.69,0.31000000000000005,0.69,-0.29122787714004517,-0.04220198399445508,0.11191631929056602,7.422717143673217,0.5581498608288795,47.26826165802777,1.6844710430123984
0.033,0.68,0.31999999999999995,0.68,-0.30000001192092896,-0.05213442779146135,0.13216752612153357,7.490018067883793,0.5975146448308374,46.776731631252915,1.53632800234196
