Algorithm,Method,SourceFile,Run,Seed,SimSteps,Dt,ObsUpdateSteps,RunMinDistance,SafetyViolation,Collision,FirstCollisionStep,CollisionSteps,RunMaxComputeTimeMs,RunMeanComputeTimeMs,WallTimeS,TotalControlEffort,TotalFullCost,TerminalFullCost,TotalQRStageCost,TotalQSigmaInvStageCost,MovingCollisionRadius,MovingSafeRadius,DroneRadius,DrEpsCvar,CvarAlpha,CvarN,RiskCostA,RiskCostCu,SigmaCp,Nmc,OmegaSoft,OmegaHard
DRMPPI,drmppi,DR_mppi_crazyflie.py,20,1219839873,700,0.02,15,0.09783488042708893,0.0,0.0,-1,0,46.775360009633005,42.02132329718942,29.781987704976927,61.57309649513009,17130.775554359894,0.7428238355072356,17130.775554359894,17130.775554359894,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,20,1428160212,700,0.02,15,0.08357468028450624,0.0,0.0,-1,0,46.98358796304092,42.75576420776945,30.298379126004875,67.8040762999647,5228.77150964473,0.14789187637255619,5228.77150964473,5228.77150964473,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,21,1930609499,700,0.02,15,0.00925642708705995,1.0,1.0,32,63,42.20547998556867,38.49924091199812,27.19645142700756,57.120566840409154,8113.99580236464,0.09788836580715454,8113.99580236464,8113.99580236464,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,21,710582861,700,0.02,15,0.08445936454022542,0.0,0.0,-1,0,45.733982988167554,41.7365769888108,29.582802160992287,61.46457101703588,1322.5909365112118,0.21877429957690334,1322.5909365112118,1322.5909365112118,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,21,1463614337,700,0.02,15,0.09371578392890002,0.0,0.0,-1,0,46.92741303006187,42.104997523295296,29.84421837097034,62.993469020173166,18254.06311543925,0.8461448372223851,18254.06311543925,18254.06311543925,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,21,1940152705,700,0.02,15,0.08513275026205451,0.0,0.0,-1,0,47.06228198483586,42.89041228567449,30.39241182099795,67.27173352229254,13587.703299803845,0.12969199676192744,13587.703299803845,13587.703299803845,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,22,985452196,700,0.02,15,0.009130136924543108,1.0,1.0,32,61,42.50691499328241,38.566893774217796,27.243476441013627,57.83092196562829,6584.2378424992485,0.10142503859043267,6584.2378424992485,6584.2378424992485,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,22,552062587,700,0.02,15,0.07827371032245156,1.0,1.0,484,2,45.60267797205597,41.492701999294304,29.413058100966737,61.96406663075389,1495.6576700085516,0.23233045446972916,1495.6576700085516,1495.6576700085516,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,22,623566272,700,0.02,15,0.09389150296133948,0.0,0.0,-1,0,46.74416303168982,42.20941364474129,29.91444215795491,63.06082838949381,17704.540122265356,0.9212506195714089,17704.540122265356,17704.540122265356,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,22,729775797,700,0.02,15,0.09271098452729146,0.0,0.0,-1,0,47.05955402459949,42.720880155019195,30.28158892900683,69.95005669461119,53366.49410131924,0.12004262093048232,53366.49410131924,53366.49410131924,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,23,1352536665,700,0.02,15,0.013335089909028307,1.0,1.0,32,62,42.543472023680806,38.53961140998373,27.2281847409904,57.669281815323096,5209.613325768341,0.11759496207357382,5209.613325768341,5209.613325768341,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,23,555883440,700,0.02,15,0.084648880129646,0.0,0.0,-1,0,45.86689802818,41.6860392594078,29.544292739010416,61.49426419322018,1193.400711263562,0.24745559681447943,1193.400711263562,1193.400711263562,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,23,1801800003,700,0.02,15,0.09234266060093464,0.0,0.0,-1,0,46.80282901972532,42.11543187091593,29.850296100019477,63.96402224288482,15782.772045893591,0.7614660667167737,15782.772045893591,15782.772045893591,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,23,763315502,700,0.02,15,0.08855797054148899,0.0,0.0,-1,0,46.854524000082165,42.65636256654813,30.22621256200364,68.06011182948384,29489.2271572198,0.12354069735324699,29489.2271572198,29489.2271572198,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,24,138897982,700,0.02,15,0.018838283265090166,1.0,1.0,35,60,42.674750031437725,38.65082003275997,27.30044130299939,58.37918849700628,4078.806433991565,0.1090737242859713,4078.806433991565,4078.806433991565,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,24,10785379,700,0.02,15,0.07109191353580992,1.0,1.0,483,4,45.60297599527985,41.79718485941911,29.622882208030205,61.53790774058732,2173.041788587977,0.1832682951202282,2173.041788587977,2173.041788587977,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,24,53923185,700,0.02,15,0.09378551682783527,0.0,0.0,-1,0,46.9633549801074,42.07505702673058,29.81799010996474,62.42173375493671,17646.082068624208,0.7292184306916071,17646.082068624208,17646.082068624208,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,24,1349917978,700,0.02,15,0.08521526040446795,0.0,0.0,-1,0,46.935279038734734,42.675074332094354,30.243878183013294,70.7701017647092,25968.346456368814,0.16682727288347846,25968.346456368814,25968.346456368814,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,25,744789065,700,0.02,15,0.016126527319201885,1.0,1.0,33,56,42.38399094901979,38.48798374329427,27.188797209004406,58.623944633057235,6180.429159602278,0.07550617874427773,6180.429159602278,6180.429159602278,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,25,606412246,700,0.02,15,0.07705864727615107,1.0,1.0,484,2,45.269593014381826,40.90471961003329,28.99811501399381,62.278789021560264,1642.0301106170584,0.1680553195488601,1642.0301106170584,1642.0301106170584,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,25,1311962371,700,0.02,15,0.07746649665118115,1.0,1.0,543,2,46.683316002599895,41.89435804279388,29.693360327975824,63.262521744425044,19055.266569318508,0.907967453529263,19055.266569318508,19055.266569318508,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,25,146217199,700,0.02,15,0.08429736010983674,0.0,0.0,-1,0,46.77721101325005,40.6700453189634,28.836889037978835,71.5962202564634,2022.8876882474121,0.14114324654982258,2022.8876882474121,2022.8876882474121,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,26,1162395141,700,0.02,15,0.010430808374366565,1.0,1.0,33,62,41.54493199894205,34.71401172640201,24.54533141903812,58.02416956278236,4811.30824023285,0.10916417602783803,4811.30824023285,4811.30824023285,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,26,1324630141,700,0.02,15,0.08065719051994728,0.0,0.0,-1,0,45.22505699424073,39.23660673217715,27.82842671801336,62.18061594748467,1428.9401759551236,0.22977649022607505,1428.9401759551236,1428.9401759551236,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,26,68269102,700,0.02,15,0.08860058539350515,0.0,0.0,-1,0,46.14961601328105,42.023122186406646,29.77831692696782,63.59621229309208,14946.204750809664,1.152590441971952,14946.204750809664,14946.204750809664,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,26,378657889,700,0.02,15,0.07136184814800288,1.0,1.0,482,4,46.66130198165774,42.44459514913615,30.075983682996593,70.52696930787623,18227.84475031885,0.14343756056266133,18227.84475031885,18227.84475031885,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,27,838210359,700,0.02,15,0.006295039438478709,1.0,1.0,32,66,42.35222499119118,38.52148775726424,27.208399882016238,58.21968176287102,4995.334471058387,0.09902006373252864,4995.334471058387,4995.334471058387,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,27,653669083,700,0.02,15,0.07585801808296945,1.0,1.0,483,3,46.43259901786223,41.880887933823814,29.679881258984096,62.0840498527145,1081.0833223953975,0.2519017403493838,1081.0833223953975,1081.0833223953975,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,27,2041536189,700,0.02,15,0.09468951529064834,0.0,0.0,-1,0,45.87324196472764,40.07509908023557,28.41843628900824,62.494641653171264,21927.844234357253,0.8048258456179107,21927.844234357253,21927.844234357253,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,27,946797216,700,0.02,15,0.08000381018605199,0.0,0.0,-1,0,46.42308002803475,42.18137372168712,29.901890654000454,70.25330100737554,8922.791641441552,0.13508484337040472,8922.791641441552,8922.791641441552,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,28,1389289275,700,0.02,15,0.005667452274320942,1.0,1.0,32,63,42.43470396613702,38.35359557357151,27.095038413011935,57.43265942667632,5095.342752588557,0.09248563602275009,5095.342752588557,5095.342752588557,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,28,322557070,700,0.02,15,0.0787204011703317,1.0,1.0,484,2,45.580281992442906,40.879284817742054,29.008633153047413,61.23188984300668,1211.021984157266,0.1470549664821282,1211.021984157266,1211.021984157266,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,28,1731742693,700,0.02,15,0.09617420733556455,0.0,0.0,-1,0,45.84634304046631,42.25327205661285,29.946900913957506,62.89565434768559,20521.94005747,0.8333746110043982,20521.94005747,20521.94005747,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,28,467998669,700,0.02,15,0.08099995614014581,0.0,0.0,-1,0,46.941995969973505,41.76956461534636,29.605607007048093,68.31038296852218,7066.1846733232205,0.15358744037293082,7066.1846733232205,7066.1846733232205,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,29,1647913984,700,0.02,15,0.007753305967142175,1.0,1.0,32,63,47.754739003721625,37.94451743073296,26.808907274971716,57.43829298358725,5165.5410683002465,0.10932964700679745,5165.5410683002465,5165.5410683002465,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,29,1018622608,700,0.02,15,0.08129779009300539,0.0,0.0,-1,0,45.61822395771742,41.54705276563099,29.456602944002952,62.18534265561451,1361.4425936488778,0.1822114414945683,1361.4425936488778,1361.4425936488778,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,29,873344961,700,0.02,15,0.10290223868707407,0.0,0.0,-1,0,46.42880498431623,40.24985120324085,28.543223208980635,63.302541623636245,15422.150500184875,1.0052202405471202,15422.150500184875,15422.150500184875,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,29,1022994326,700,0.02,15,0.08297854712233858,0.0,0.0,-1,0,46.13329702988267,41.659585088740904,29.531493125017732,66.59946565554853,34437.18191694897,0.11115416578726164,34437.18191694897,34437.18191694897,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,30,1150738891,700,0.02,15,0.018482526782639983,1.0,1.0,33,56,42.24252299172804,38.024454860881505,26.865407250006683,57.677117327538284,4526.826327948337,0.08341305029989018,4526.826327948337,4526.826327948337,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,30,548107305,700,0.02,15,0.08095130805876405,0.0,0.0,-1,0,45.25887698400766,41.67147763164913,29.540086937020533,62.92737890774577,1278.809703324266,0.20840497887523274,1278.809703324266,1278.809703324266,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,30,260569130,700,0.02,15,0.09749285832835675,0.0,0.0,-1,0,45.89955398114398,37.91951548274873,26.942409781971946,62.873693276041166,16519.156524833754,1.059662537774797,16519.156524833754,16519.156524833754,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,30,639016547,700,0.02,15,0.08035366502585976,0.0,0.0,-1,0,45.627703017089516,40.84073605730997,28.98686953599099,68.05181299472292,9848.05125337047,0.1557206735098916,9848.05125337047,9848.05125337047,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,31,2123951056,700,0.02,15,0.006691160538152691,1.0,1.0,32,55,41.09548300039023,37.16823741411125,26.284714292967692,58.785131717092604,6015.443588302966,0.10190161465598577,6015.443588302966,6015.443588302966,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,31,599292075,700,0.02,15,0.08083924548896912,0.0,0.0,-1,0,44.72165700281039,40.155633933027275,28.516497919976246,62.0043166374275,1363.2992776624494,0.15294529074856256,1363.2992776624494,1363.2992776624494,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,31,1433570083,700,0.02,15,0.08915205269068711,0.0,0.0,-1,0,45.53191998274997,41.26946165575646,29.29703794902889,62.247372779678315,20781.52484423737,0.7612374871183296,20781.52484423737,20781.52484423737,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,31,559589597,700,0.02,15,0.07989336003871488,1.0,1.0,218,1,45.2401380171068,41.25285537397888,29.282103685021866,67.83749636026883,4593.499831464348,0.1190516073427515,4593.499831464348,4593.499831464348,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,32,1799442136,700,0.02,15,0.025587746826342857,1.0,1.0,33,63,40.96924397163093,36.43772124520702,25.773632812022697,58.24512445300468,6909.061336898811,0.08067639587811623,6909.061336898811,6909.061336898811,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,32,1036722625,700,0.02,15,0.0848063102526977,0.0,0.0,-1,0,44.85198197653517,40.38656833157542,28.67830532998778,61.95009471906842,1277.564949312829,0.21864107035798575,1277.564949312829,1277.564949312829,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,32,1218338984,700,0.02,15,0.10086655974053164,0.0,0.0,-1,0,45.33457796787843,41.10967853114874,29.18458322499646,63.32008930413502,16707.89952803873,1.0542417777367143,16707.89952803873,16707.89952803873,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,32,455221513,700,0.02,15,0.08095347679387922,0.0,0.0,-1,0,44.50883698882535,40.068762636510655,28.45390027895337,70.42932970372473,5247.0767176209765,0.13678540323105268,5247.0767176209765,5247.0767176209765,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,33,1304975114,700,0.02,15,0.00707509083813402,1.0,1.0,33,60,41.60264797974378,37.65017378426689,26.61475813499419,58.419723171204765,5540.338186962181,0.13525535765032584,5540.338186962181,5540.338186962181,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,33,1064358601,700,0.02,15,0.08496532591315234,0.0,0.0,-1,0,44.863802031613886,38.767721795926,27.548399064980913,61.65906663657586,1637.083970549374,0.2628345779255384,1637.083970549374,1637.083970549374,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,33,1530335909,700,0.02,15,0.0938602258314453,0.0,0.0,-1,0,45.88958900421858,41.56608300117244,29.491189765976742,63.0992926790896,20088.56960874162,0.854146174885119,20088.56960874162,20088.56960874162,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,33,528842169,700,0.02,15,0.09140135705534605,0.0,0.0,-1,0,45.270823989994824,39.3392105251717,27.94247396697756,66.48485929554573,5750.05240802625,0.15736695561527292,5750.05240802625,5750.05240802625,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,34,1307520020,700,0.02,15,0.0065629700133358285,1.0,1.0,33,62,41.55072895810008,37.32625153838723,26.395027119026054,57.85259264081018,6511.317107272206,0.0774293197277167,6511.317107272206,6511.317107272206,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,34,1800627784,700,0.02,15,0.05821635405178574,1.0,1.0,483,6,45.130400045309216,40.79770000061087,28.964554680977017,62.64296631804377,2043.332124436926,0.22106659545760715,2043.332124436926,2043.332124436926,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,34,1003642109,700,0.02,15,0.09547369007648625,0.0,0.0,-1,0,45.63813202548772,41.7438836832298,29.627904573979322,63.75211971083999,17900.937029911856,0.8612972066932834,17900.937029911856,17900.937029911856,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,34,386827496,700,0.02,15,0.07763065091457035,1.0,1.0,483,2,44.90720701869577,41.34915545208579,29.350748062017374,68.16239965825798,54124.147649596016,0.11298523197661405,54124.147649596016,54124.147649596016,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,35,156365210,700,0.02,15,0.009142517845929074,1.0,1.0,33,60,41.0535279661417,37.426365285064094,26.465702426969074,57.626427969753685,4208.5502533662075,0.10991563651933134,4208.5502533662075,4208.5502533662075,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,35,1851466537,700,0.02,15,0.08034373027791496,0.0,0.0,-1,0,45.064297039061785,40.254984879284166,28.585449734004214,61.82133879213886,1285.7033004323816,0.23751421588755056,1285.7033004323816,1285.7033004323816,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,35,1084556788,700,0.02,15,0.0992255606144319,0.0,0.0,-1,0,45.24180997395888,41.343820154683534,29.349058702995535,62.826812302968854,17331.57771968437,0.7813545261794761,17331.57771968437,17331.57771968437,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,35,382895141,700,0.02,15,0.08695491172629032,0.0,0.0,-1,0,45.85932398913428,40.186128580660025,28.53150247002486,66.15893023895872,43589.45610455076,0.1408050577584526,43589.45610455076,43589.45610455076,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,36,630896202,700,0.02,15,0.011919701454167118,1.0,1.0,33,61,42.021093016956,37.025102204892654,26.18729270598851,57.899316567898644,4446.456233154837,0.08225005810512767,4446.456233154837,4446.456233154837,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,36,1611753761,700,0.02,15,0.07697031574608161,1.0,1.0,483,3,44.68302597524598,38.07205989674133,27.060873693961184,62.08151685659358,1371.1259243223537,0.257001857135013,1371.1259243223537,1371.1259243223537,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,36,795837702,700,0.02,15,0.1022752683118305,0.0,0.0,-1,0,45.38284701993689,39.74098756318978,28.228359938017093,64.02525085516152,17226.541404455653,0.6081470640525803,17226.541404455653,17226.541404455653,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,36,1312371073,700,0.02,15,0.082797087257343,0.0,0.0,-1,0,45.512994984164834,39.59723024213287,28.12207878899062,67.95660397510903,11286.845326716188,0.1560728544504586,11286.845326716188,11286.845326716188,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,37,1743985090,700,0.02,15,0.015049498551523773,1.0,1.0,32,61,41.07320500770584,36.81656028119115,26.039063231961336,57.83170385034609,5556.912924065034,0.0937152467840946,5556.912924065034,5556.912924065034,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,37,449157016,700,0.02,15,0.06658375459082293,1.0,1.0,483,5,52.7532109990716,40.571091784513555,28.798010291007813,61.3814117570934,1760.709025980828,0.15957576263944054,1760.709025980828,1760.709025980828,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,37,1846620139,700,0.02,15,0.09388034716538736,0.0,0.0,-1,0,45.958062983118,41.32165681246469,29.318343573017046,62.18344036923774,16526.032242438057,0.6793090538988021,16526.032242438057,16526.032242438057,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,37,1631813597,700,0.02,15,0.07783022048957666,1.0,1.0,483,2,46.40616901451722,41.94858957206764,29.74738241598243,69.6814355365662,15748.319050055128,0.16515599305879566,15748.319050055128,15748.319050055128,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,38,718941254,700,0.02,15,0.013083133127719498,1.0,1.0,32,54,42.03430801862851,37.66196272577093,26.61698593501933,57.99926269151106,3902.273720306003,0.11712487770729976,3902.273720306003,3902.273720306003,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,38,535282996,700,0.02,15,0.0821428388583288,0.0,0.0,-1,0,45.85884598782286,40.73599745070429,28.91317075898405,62.692260901275745,1424.6137626138368,0.22069379845410217,1424.6137626138368,1424.6137626138368,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,38,739473027,700,0.02,15,0.09324113187392237,0.0,0.0,-1,0,46.35758401127532,41.40698922373953,29.37091950100148,62.36468702674986,17590.193894567103,0.957406818787953,17590.193894567103,17590.193894567103,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,38,183763894,700,0.02,15,0.08185952130798436,0.0,0.0,-1,0,45.14303698670119,41.27162883881413,29.295187187031843,67.60951084845433,9537.19300337397,0.1355385093417137,9537.19300337397,9537.19300337397,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,39,921601425,700,0.02,15,0.01705828115640428,1.0,1.0,33,61,41.82841401780024,36.968236552534755,26.141601414012257,57.53895550303301,5374.384603697221,0.08511408573062808,5374.384603697221,5374.384603697221,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,39,1327266703,700,0.02,15,0.08183500756009834,0.0,0.0,-1,0,45.192180026788265,40.10042419981411,28.477510369033553,62.219880640687876,1518.1618790057066,0.13470648679424252,1518.1618790057066,1518.1618790057066,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,39,1656962606,700,0.02,15,0.09304130710879624,0.0,0.0,-1,0,45.65368703333661,41.14756586512418,29.210467385011725,62.86600257347443,18161.73648790739,1.089389975174384,18161.73648790739,18161.73648790739,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,39,1153130709,700,0.02,15,0.08385643774534494,0.0,0.0,-1,0,45.08122004335746,41.27222112596168,29.296018866996747,66.85044401876436,8182.671076641488,0.1284593946776047,8182.671076641488,8182.671076641488,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,40,232026619,700,0.02,15,0.014872452580039799,1.0,1.0,35,53,41.40347195789218,37.191465056717526,26.30121423501987,57.94763814518669,6191.306013603284,0.09163065877688248,6191.306013603284,6191.306013603284,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,40,1362635735,700,0.02,15,0.07183855032300956,1.0,1.0,483,3,45.62881903257221,40.52253149034056,28.771441864024382,62.693813746015955,1388.1850475108083,0.2947751960362597,1388.1850475108083,1388.1850475108083,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,40,211875280,700,0.02,15,0.09243965159235341,0.0,0.0,-1,0,45.43759097578004,40.641122910476824,28.857908244011924,63.213959127446884,18177.93852346826,0.7303587985602833,18177.93852346826,18177.93852346826,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,40,374465546,700,0.02,15,0.08826351469533394,0.0,0.0,-1,0,45.45032500755042,37.640379896287676,26.753641218005214,65.89313402635406,4821.3380010709425,0.13549954658683167,4821.3380010709425,4821.3380010709425,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
MPPI,mppi,mppi_crazyflie.py,41,2065851859,700,0.02,15,0.01609635867563657,1.0,1.0,33,59,11.810806987341493,11.369800876543325,8.206208275980316,58.51464676411322,6426.446589732588,0.06900404671428786,6426.446589732588,6426.446589732588,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,41,532929183,700,0.02,15,0.08135625203592532,0.0,0.0,-1,0,11.902459023986012,11.413659226548459,8.352305762004107,62.67930379932899,1550.0922177420782,0.17279840913024683,1550.0922177420782,1550.0922177420782,0.08,0.08,0.04,,0.95,60.0,5000.0,0.0,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,41,1235511627,700,0.02,15,0.0931120531287924,0.0,0.0,-1,0,12.407552043441683,11.880103215475433,8.678587069036439,63.16051640600207,16367.894761066816,0.767229950624975,16367.894761066816,16367.894761066816,0.08,0.08,0.04,0.004,0.95,60.0,5000.0,0.0,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,41,1470646160,700,0.02,15,0.08617562366876226,0.0,0.0,-1,0,29.45222402922809,21.716913836925023,15.578384385968093,67.75171736100502,8815.966320454412,0.17848622781698958,8815.966320454412,8815.966320454412,0.08,0.08,0.04,,,,,,0.05,60.0,5000.0,1000.0
