epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.073,0.2,0.8,0.2,-0.22523249685764313,0.3184870592178777,0.2830422996528558,7.057686176081188,0.5468650024543662,137.2826768198138,4.535282981593576
0.074,0.22,0.78,0.22,-0.1822529286146164,0.30347863608039916,0.2810553051589172,7.081620142288739,0.6118332947578993,141.47050878986192,7.959031167515266
0.075,0.21,0.79,0.21,-0.2190702110528946,0.32971881322329866,0.2971613437958282,7.058355618726928,0.5210172082568568,137.88959176985372,5.3580098032082475
0.076,0.15,0.85,0.15,-0.1851140707731247,0.3984516106499359,0.3135518689502328,7.040357821611687,0.5991154592643334,136.96856983973703,3.47357057589524
0.077,0.16,0.84,0.16,-0.179039865732193,0.37273487192578614,0.31252899158734887,7.044400451681577,0.5684346626734434,137.2631751102017,4.143216532472563
0.078,0.18,0.8200000000000001,0.18,-0.20871108770370483,0.3716824481333606,0.32889062571649624,7.059873740701005,0.6027339711428558,136.45859116986685,3.024572664837713
0.079,0.14,0.86,0.14,-0.20915505290031433,0.40939585412721496,0.3511856162745769,7.039236708085518,0.662246226851953,142.5306370803446,8.668415377155435
0.08,0.14,0.86,0.14,-0.22997339069843292,0.41351047789212314,0.3567950821306659,7.043683444823837,0.711689243834128,137.4385645003349,6.20196932352864
0.081,0.08,0.92,0.08,-0.21275585889816284,0.4859234356507659,0.36605299495576277,7.052723833143245,0.753354452647017,142.2356447995844,7.927244854751196
0.082,0.08,0.92,0.08,-0.15883448719978333,0.5080013703927397,0.3747227043615421,6.972256360463798,0.7494051887920576,140.0061237297632,7.798993708219344
0.083,0.07,0.9299999999999999,0.07,-0.1912703663110733,0.5346892623463646,0.40198582299920677,6.929675402618013,0.8067833506413358,137.25837888923706,5.76072987644377
0.084,0.06,0.94,0.06,-0.1913822740316391,0.5526020231944131,0.415448183216385,6.97666277441429,0.8324655294137202,136.4913366598921,4.104485576905708
