Algorithm,Run,RunMinDistance,SafetyViolation,Collision,TotalTrackingControlCost,TotalQSigmaInvStageCost,TotalQRStageCost,RunMaxComputeTimeMs
DRMPPI,30,0.2747160792350769,0.0,0.0,7.712713547400199,7.712713547400199,7.712713547400199,24.827965069562197
DRMPPI,31,1.168637752532959,0.0,0.0,6.876997104147449,6.876997104147449,6.876997104147449,19.397733034566045
DRMPPI,32,0.34011125564575195,0.0,0.0,7.481331803021021,7.481331803021021,7.481331803021021,20.302006974816322
DRMPPI,33,0.2997731566429138,0.0,0.0,7.779414968797937,7.779414968797937,7.779414968797937,19.622575026005507
DRMPPI,34,0.42274537682533264,0.0,0.0,7.664912579697557,7.664912579697557,7.664912579697557,27.205504942685366
DRMPPI,35,0.30988189578056335,0.0,0.0,7.502913978067227,7.502913978067227,7.502913978067227,20.677590975537896
DRMPPI,36,0.40488919615745544,0.0,0.0,7.444935902603902,7.444935902603902,7.444935902603902,22.81039208173752
DRMPPI,37,0.3575335443019867,0.0,0.0,7.219617966213264,7.219617966213264,7.219617966213264,20.692721009254456
DRMPPI,38,0.32780465483665466,0.0,0.0,7.440642674104311,7.440642674104311,7.440642674104311,23.658724036067724
DRMPPI,39,0.32052847743034363,0.0,0.0,7.418305933475494,7.418305933475494,7.418305933475494,22.466587834060192
DRMPPI,40,0.40029826760292053,0.0,0.0,8.37310089415405,8.37310089415405,8.37310089415405,24.51380412094295
DRMPPI,41,0.34971925616264343,0.0,0.0,7.565056984429248,7.565056984429248,7.565056984429248,19.698271062225103
DRMPPI,42,0.3784727454185486,0.0,0.0,7.909009755006991,7.909009755006991,7.909009755006991,20.26084205135703
DRMPPI,43,0.0548720620572567,0.0,0.0,8.862071799812838,8.862071799812838,8.862071799812838,19.48031992651522
DRMPPI,44,0.3753419816493988,0.0,0.0,7.594502852647565,7.594502852647565,7.594502852647565,19.349212991073728
DRMPPI,45,0.3513278067111969,0.0,0.0,7.442747471854091,7.442747471854091,7.442747471854091,19.577799830585718
DRMPPI,46,1.1191884279251099,0.0,0.0,6.991512332577258,6.991512332577258,6.991512332577258,31.578487949445844
DRMPPI,47,1.1343685388565063,0.0,0.0,6.943059338955209,6.943059338955209,6.943059338955209,19.683710066601634
DRMPPI,48,0.34361323714256287,0.0,0.0,7.599842718336731,7.599842718336731,7.599842718336731,19.471931969746947
DRMPPI,49,0.34754422307014465,0.0,0.0,7.651499743224122,7.651499743224122,7.651499743224122,24.304687045514584
DRMPPI,50,0.4281759560108185,0.0,0.0,7.541467878734693,7.541467878734693,7.541467878734693,19.32714506983757
DRMPPI,51,0.3822624087333679,0.0,0.0,7.503376119071618,7.503376119071618,7.503376119071618,42.355988873168826
DRMPPI,52,1.1074676513671875,0.0,0.0,6.762006854405627,6.762006854405627,6.762006854405627,21.420910023152828
DRMPPI,53,0.336134672164917,0.0,0.0,7.622534053050913,7.622534053050913,7.622534053050913,19.202303141355515
DRMPPI,54,0.39796215295791626,0.0,0.0,7.524438194464892,7.524438194464892,7.524438194464892,29.168446781113744
DRMPPI,55,1.1773436069488525,0.0,0.0,6.908906744327396,6.908906744327396,6.908906744327396,24.13424593396485
DRMPPI,56,0.3404301404953003,0.0,0.0,7.764661849942058,7.764661849942058,7.764661849942058,23.092611925676465
DRMPPI,57,0.34182408452033997,0.0,0.0,8.075139569118619,8.075139569118619,8.075139569118619,30.154448002576828
DRMPPI,58,0.3066904842853546,0.0,0.0,8.06055252358783,8.06055252358783,8.06055252358783,28.559794183820486
DRMPPI,59,0.3286559283733368,0.0,0.0,7.9744245102629066,7.9744245102629066,7.9744245102629066,20.447578048333526
DRMPPI,60,0.3349895477294922,0.0,0.0,7.404602097696625,7.404602097696625,7.404602097696625,20.592652028426528
DRMPPI,61,0.3714880347251892,0.0,0.0,7.790496830479242,7.790496830479242,7.790496830479242,30.151934130117297
DRMPPI,62,0.3990018665790558,0.0,0.0,7.546737216413021,7.546737216413021,7.546737216413021,19.00688698515296
DRMPPI,63,0.3702358603477478,0.0,0.0,8.013945998740382,8.013945998740382,8.013945998740382,19.638814963400364
DRMPPI,64,0.32341280579566956,0.0,0.0,7.766917711007409,7.766917711007409,7.766917711007409,19.338442012667656
DRMPPI,65,0.32903674244880676,0.0,0.0,7.72731621353887,7.72731621353887,7.72731621353887,20.10116004385054
DRMPPI,66,1.1383005380630493,0.0,0.0,6.712864565197378,6.712864565197378,6.712864565197378,19.06808582134545
DRMPPI,67,0.3345521092414856,0.0,0.0,7.506995850009844,7.506995850009844,7.506995850009844,19.40072886645794
DRMPPI,68,1.1574127674102783,0.0,0.0,6.877714718459174,6.877714718459174,6.877714718459174,19.773046020418406
DRMPPI,69,0.3933308720588684,0.0,0.0,7.331802921136841,7.331802921136841,7.331802921136841,19.64020705781877
DRMPPI,70,0.3555673658847809,0.0,0.0,7.73310960480012,7.73310960480012,7.73310960480012,19.84439790248871
DRMPPI,71,0.3903026580810547,0.0,0.0,7.589299586135894,7.589299586135894,7.589299586135894,27.779512107372284
DRMPPI,72,0.43427810072898865,0.0,0.0,8.068548801005818,8.068548801005818,8.068548801005818,19.30417795665562
DRMPPI,73,0.3860757350921631,0.0,0.0,7.656001283437945,7.656001283437945,7.656001283437945,20.329522900283337
DRMPPI,74,0.3830513060092926,0.0,0.0,7.437877099611796,7.437877099611796,7.437877099611796,18.977117026224732
DRMPPI,75,0.33526670932769775,0.0,0.0,7.723062803503126,7.723062803503126,7.723062803503126,20.386403892189264
DRMPPI,76,1.1392320394515991,0.0,0.0,6.8429649425670505,6.8429649425670505,6.8429649425670505,27.72504696622491
DRMPPI,77,0.29214999079704285,0.0,0.0,7.891113919438794,7.891113919438794,7.891113919438794,30.03905201330781
DRMPPI,78,0.36342477798461914,0.0,0.0,7.4719536086777225,7.4719536086777225,7.4719536086777225,24.712037993595004
DRMPPI,79,0.365759015083313,0.0,0.0,7.744538346887566,7.744538346887566,7.744538346887566,27.79307682067156
DRMPPI,80,0.39476436376571655,0.0,0.0,7.482588064391166,7.482588064391166,7.482588064391166,25.727448984980583
DRMPPI,81,0.3598899245262146,0.0,0.0,7.376942565548234,7.376942565548234,7.376942565548234,19.29238298907876
DRMPPI,82,0.3893675208091736,0.0,0.0,7.6966355461627245,7.6966355461627245,7.6966355461627245,36.79085406474769
DRMPPI,83,0.2621815800666809,0.0,0.0,7.54601448145695,7.54601448145695,7.54601448145695,19.39486595802009
DRMPPI,84,0.4337504506111145,0.0,0.0,7.247729821479879,7.247729821479879,7.247729821479879,19.30710393935442
DRMPPI,85,0.37450501322746277,0.0,0.0,7.659244251670316,7.659244251670316,7.659244251670316,19.31263506412506
DRMPPI,86,0.393166184425354,0.0,0.0,7.553959432756528,7.553959432756528,7.553959432756528,24.70225188881159
DRMPPI,87,1.1583906412124634,0.0,0.0,6.864934996934608,6.864934996934608,6.864934996934608,31.091901008039713
DRMPPI,88,0.3923233449459076,0.0,0.0,7.728845920064487,7.728845920064487,7.728845920064487,19.461376825347543
DRMPPI,89,0.435512900352478,0.0,0.0,7.347922433167696,7.347922433167696,7.347922433167696,26.205912930890918
DRMPPI,90,0.3647591173648834,0.0,0.0,7.44027204066515,7.44027204066515,7.44027204066515,19.968542968854308
DRMPPI,91,0.3583873510360718,0.0,0.0,7.63416225113906,7.63416225113906,7.63416225113906,28.927900828421116
DRMPPI,92,0.3510316014289856,0.0,0.0,7.954749645432457,7.954749645432457,7.954749645432457,29.955480946227908
DRMPPI,93,0.3535153865814209,0.0,0.0,7.675983424647711,7.675983424647711,7.675983424647711,19.545293180271983
DRMPPI,94,0.3115306496620178,0.0,0.0,7.975906583131291,7.975906583131291,7.975906583131291,19.621090032160282
DRMPPI,95,0.39144366979599,0.0,0.0,7.876501765451394,7.876501765451394,7.876501765451394,19.683858146890998
DRMPPI,96,0.3011488914489746,0.0,0.0,7.56512785947416,7.56512785947416,7.56512785947416,23.426458006724715
DRMPPI,97,1.225197672843933,0.0,0.0,7.240097623551264,7.240097623551264,7.240097623551264,33.295015105977654
DRMPPI,98,1.1543906927108765,0.0,0.0,6.767143622040749,6.767143622040749,6.767143622040749,33.11357204802334
DRMPPI,99,0.28314095735549927,0.0,0.0,7.233331625815481,7.233331625815481,7.233331625815481,19.91810998879373
DRAMPPI,0,0.1513092964887619,0.0,0.0,5.791012274567038,5.791012274567038,5.791012274567038,67.70515907555819
DRAMPPI,1,-0.03151407092809677,1.0,1.0,6.861219920567237,6.861219920567237,6.861219920567237,67.25792097859085
DRAMPPI,2,0.08133617043495178,0.0,0.0,6.698603959870525,6.698603959870525,6.698603959870525,67.31112510897219
DRAMPPI,3,0.037965353578329086,0.0,0.0,6.892639757599682,6.892639757599682,6.892639757599682,65.40254387073219
DRAMPPI,4,0.11808823049068451,0.0,0.0,5.929503901978023,5.929503901978023,5.929503901978023,66.78648293018341
DRAMPPI,5,0.026969918981194496,0.0,0.0,5.960850516334176,5.960850516334176,5.960850516334176,66.83475291356444
DRAMPPI,6,0.038200292736291885,0.0,0.0,6.623933126102202,6.623933126102202,6.623933126102202,67.00709601864219
DRAMPPI,7,0.17983639240264893,0.0,0.0,5.796456159092486,5.796456159092486,5.796456159092486,67.21976888366044
DRAMPPI,8,0.10015876591205597,0.0,0.0,5.8194212085800245,5.8194212085800245,5.8194212085800245,66.60739588551223
DRAMPPI,9,-0.0862119123339653,1.0,1.0,6.516487920889631,6.516487920889631,6.516487920889631,66.86878111213446
DRAMPPI,10,0.03009987063705921,0.0,0.0,6.831429011304863,6.831429011304863,6.831429011304863,66.60623801872134
DRAMPPI,11,0.026867421343922615,0.0,0.0,6.565208913059905,6.565208913059905,6.565208913059905,66.82763993740082
DRAMPPI,12,0.11109484732151031,0.0,0.0,6.042871053214185,6.042871053214185,6.042871053214185,66.50113011710346
DRAMPPI,13,0.19304971396923065,0.0,0.0,6.056340160779655,6.056340160779655,6.056340160779655,66.91385805606842
DRAMPPI,14,-0.1263272911310196,1.0,1.0,6.676307821297087,6.676307821297087,6.676307821297087,66.92161504179239
DRAMPPI,15,-0.03350096195936203,1.0,1.0,6.627930301008746,6.627930301008746,6.627930301008746,67.77440197765827
DRAMPPI,16,0.07241471111774445,0.0,0.0,5.936541528208181,5.936541528208181,5.936541528208181,77.1592662204057
DRAMPPI,17,0.03050510212779045,0.0,0.0,6.16691295185592,6.16691295185592,6.16691295185592,67.02691689133644
DRAMPPI,18,0.15467071533203125,0.0,0.0,5.941990295425057,5.941990295425057,5.941990295425057,72.79160898178816
DRAMPPI,19,0.17379099130630493,0.0,0.0,5.979774234350771,5.979774234350771,5.979774234350771,67.40082800388336
DRAMPPI,20,0.131977841258049,0.0,0.0,5.944651104626246,5.944651104626246,5.944651104626246,82.65570504590869
DRAMPPI,21,-0.1354902982711792,1.0,1.0,6.875342762679793,6.875342762679793,6.875342762679793,74.19102196581662
DRAMPPI,22,0.1424580067396164,0.0,0.0,5.835584407439455,5.835584407439455,5.835584407439455,66.44695205613971
DRAMPPI,23,0.10667911171913147,0.0,0.0,5.929644349962473,5.929644349962473,5.929644349962473,66.71967287547886
DRAMPPI,24,0.10689650475978851,0.0,0.0,5.953698068507947,5.953698068507947,5.953698068507947,68.55790293775499
DRAMPPI,25,0.1694139689207077,0.0,0.0,5.825272329035215,5.825272329035215,5.825272329035215,78.01182311959565
DRAMPPI,26,-0.046380653977394104,1.0,1.0,6.922005930333398,6.922005930333398,6.922005930333398,67.00268294662237
DRAMPPI,27,0.10304617136716843,0.0,0.0,5.97483376879245,5.97483376879245,5.97483376879245,66.19273289106786
DRAMPPI,28,0.1794099509716034,0.0,0.0,6.181293853675015,6.181293853675015,6.181293853675015,66.40235893428326
DRAMPPI,29,0.147553950548172,0.0,0.0,5.898559926310554,5.898559926310554,5.898559926310554,66.17284286767244
DRAMPPI,30,0.1456407606601715,0.0,0.0,5.912435117177665,5.912435117177665,5.912435117177665,66.46850914694369
DRAMPPI,31,0.013219617307186127,0.0,0.0,6.600519515108317,6.600519515108317,6.600519515108317,70.6960519310087
DRAMPPI,32,0.005077776499092579,0.0,0.0,6.459543704404496,6.459543704404496,6.459543704404496,65.47564594075084
DRAMPPI,33,-0.03469834104180336,1.0,1.0,7.206312595750205,7.206312595750205,7.206312595750205,66.48823199793696
DRAMPPI,34,-0.02001209184527397,1.0,1.0,6.8443533963290974,6.8443533963290974,6.8443533963290974,66.02557399310172
DRAMPPI,35,0.11144223809242249,0.0,0.0,5.933980594039895,5.933980594039895,5.933980594039895,69.32103307917714
DRAMPPI,36,0.10749588161706924,0.0,0.0,5.778833154239692,5.778833154239692,5.778833154239692,68.29421501606703
DRAMPPI,37,0.15318334102630615,0.0,0.0,6.572206891840324,6.572206891840324,6.572206891840324,66.10579090192914
DRAMPPI,38,0.2122756540775299,0.0,0.0,5.915621538995765,5.915621538995765,5.915621538995765,66.4708660915494
DRAMPPI,39,0.06742759793996811,0.0,0.0,5.991477082949132,5.991477082949132,5.991477082949132,66.26943685114384
DRAMPPI,40,-0.09326021373271942,1.0,1.0,6.775861854548566,6.775861854548566,6.775861854548566,67.57507496513426
DRAMPPI,41,-0.11841820925474167,1.0,1.0,6.6394591346615925,6.6394591346615925,6.6394591346615925,66.65565515868366
DRAMPPI,42,0.04012996330857277,0.0,0.0,5.9834712505107746,5.9834712505107746,5.9834712505107746,66.83434988372028
DRAMPPI,43,0.18921707570552826,0.0,0.0,5.943820013781078,5.943820013781078,5.943820013781078,71.00018812343478
DRAMPPI,44,0.09675943851470947,0.0,0.0,5.91479176399298,5.91479176399298,5.91479176399298,67.31960107572377
DRAMPPI,45,0.13453589379787445,0.0,0.0,5.937642297707498,5.937642297707498,5.937642297707498,66.02661311626434
DRAMPPI,46,0.12823869287967682,0.0,0.0,5.932570611592382,5.932570611592382,5.932570611592382,71.03684591129422
DRAMPPI,47,0.12320487946271896,0.0,0.0,5.9003926838049665,5.9003926838049665,5.9003926838049665,66.83991802856326
DRAMPPI,48,0.13689039647579193,0.0,0.0,6.1268535336712375,6.1268535336712375,6.1268535336712375,65.74980518780649
DRAMPPI,49,-0.008352704346179962,1.0,1.0,7.312681536423042,7.312681536423042,7.312681536423042,66.89338898286223
DRAMPPI,50,-0.03406766802072525,1.0,1.0,6.216437785187736,6.216437785187736,6.216437785187736,65.87638705968857
DRAMPPI,51,0.17960494756698608,0.0,0.0,5.857337010093033,5.857337010093033,5.857337010093033,67.27032992057502
DRAMPPI,52,-0.011796053498983383,1.0,1.0,6.9721604528604075,6.9721604528604075,6.9721604528604075,69.15345718152821
DRAMPPI,53,0.13704611361026764,0.0,0.0,5.985536676365882,5.985536676365882,5.985536676365882,66.39044219627976
DRAMPPI,54,0.1889108270406723,0.0,0.0,5.800430572591722,5.800430572591722,5.800430572591722,66.66025286540389
DRAMPPI,55,0.11821965873241425,0.0,0.0,6.198393861064687,6.198393861064687,6.198393861064687,66.0674071405083
DRAMPPI,56,0.040671516209840775,0.0,0.0,6.86698196339421,6.86698196339421,6.86698196339421,66.38012616895139
DRAMPPI,57,0.052808068692684174,0.0,0.0,6.740684751304798,6.740684751304798,6.740684751304798,66.26210501417518
DRAMPPI,58,0.15696705877780914,0.0,0.0,5.998336653923616,5.998336653923616,5.998336653923616,66.36689021252096
DRAMPPI,59,-0.15675801038742065,1.0,1.0,6.892557704821229,6.892557704821229,6.892557704821229,66.80242088623345
DRAMPPI,60,0.14023907482624054,0.0,0.0,5.9111983177717775,5.9111983177717775,5.9111983177717775,66.13671290688217
DRAMPPI,61,0.2017938643693924,0.0,0.0,5.894114949274808,5.894114949274808,5.894114949274808,81.7653969861567
DRAMPPI,62,0.19348585605621338,0.0,0.0,5.850050727138296,5.850050727138296,5.850050727138296,75.3121878951788
DRAMPPI,63,0.1617795079946518,0.0,0.0,6.005920144845732,6.005920144845732,6.005920144845732,66.58670702017844
DRAMPPI,64,0.18120603263378143,0.0,0.0,6.1379866290371865,6.1379866290371865,6.1379866290371865,66.60756096243858
DRAMPPI,65,0.15630406141281128,0.0,0.0,5.980395692051388,5.980395692051388,5.980395692051388,66.34028209373355
DRAMPPI,66,0.08186032623052597,0.0,0.0,5.948623220436275,5.948623220436275,5.948623220436275,65.94855198636651
DRAMPPI,67,-0.059535231441259384,1.0,1.0,6.887325524701737,6.887325524701737,6.887325524701737,66.40753685496747
DRAMPPI,68,0.15650954842567444,0.0,0.0,6.174876562785357,6.174876562785357,6.174876562785357,66.59007514826953
DRAMPPI,69,0.17088836431503296,0.0,0.0,5.822431545704603,5.822431545704603,5.822431545704603,66.88931281678379
DRAMPPI,70,0.20817361772060394,0.0,0.0,5.786363966530189,5.786363966530189,5.786363966530189,66.63520797155797
DRAMPPI,71,0.12066632509231567,0.0,0.0,5.9049706847872585,5.9049706847872585,5.9049706847872585,66.78765686228871
DRAMPPI,72,-0.08639181405305862,1.0,1.0,6.513925610110164,6.513925610110164,6.513925610110164,66.64636009372771
DRAMPPI,73,-0.045242201536893845,1.0,1.0,6.629531544051133,6.629531544051133,6.629531544051133,65.95495902001858
DRAMPPI,74,0.16691096127033234,0.0,0.0,5.947900933912024,5.947900933912024,5.947900933912024,67.14206887409091
DRAMPPI,75,-0.04107165336608887,1.0,1.0,6.780490068369545,6.780490068369545,6.780490068369545,68.1724320165813
DRAMPPI,76,0.02279362827539444,0.0,0.0,6.950534923002124,6.950534923002124,6.950534923002124,83.19414500147104
DRAMPPI,77,0.12248258292675018,0.0,0.0,5.933970916667022,5.933970916667022,5.933970916667022,72.75396608747542
DRAMPPI,78,0.1589815765619278,0.0,0.0,6.315925415488891,6.315925415488891,6.315925415488891,66.39550207182765
DRAMPPI,79,-0.07131217420101166,1.0,1.0,6.8039792876224965,6.8039792876224965,6.8039792876224965,68.03331710398197
DRAMPPI,80,-0.04416639357805252,1.0,1.0,6.762174617731944,6.762174617731944,6.762174617731944,66.49403995834291
DRAMPPI,81,0.1718856692314148,0.0,0.0,5.898336173268035,5.898336173268035,5.898336173268035,70.77627396211028
DRAMPPI,82,0.1515912413597107,0.0,0.0,5.853248720872216,5.853248720872216,5.853248720872216,66.34037219919264
DRAMPPI,83,0.0476163811981678,0.0,0.0,6.102906804531813,6.102906804531813,6.102906804531813,66.13310193642974
DRAMPPI,84,0.12856312096118927,0.0,0.0,5.873694219160825,5.873694219160825,5.873694219160825,65.84615795873106
DRAMPPI,85,0.17019608616828918,0.0,0.0,5.846841396763921,5.846841396763921,5.846841396763921,69.9442729819566
DRAMPPI,86,-0.088298000395298,1.0,1.0,6.790839328197762,6.790839328197762,6.790839328197762,71.0508469492197
DRAMPPI,87,-0.03662136569619179,1.0,1.0,6.633298495784402,6.633298495784402,6.633298495784402,67.092414945364
DRAMPPI,88,-0.07513339817523956,1.0,1.0,6.5639692834811285,6.5639692834811285,6.5639692834811285,66.59367703832686
DRAMPPI,89,0.12077296525239944,0.0,0.0,5.829061295487918,5.829061295487918,5.829061295487918,66.01019506342709
DRAMPPI,90,-0.12218780815601349,1.0,1.0,6.49274098186288,6.49274098186288,6.49274098186288,67.32867006212473
DRAMPPI,91,0.1638164222240448,0.0,0.0,5.852099471841939,5.852099471841939,5.852099471841939,66.93913787603378
DRAMPPI,92,0.13444916903972626,0.0,0.0,5.91413903736975,5.91413903736975,5.91413903736975,66.65330403484404
DRAMPPI,93,0.13703805208206177,0.0,0.0,5.926227322313935,5.926227322313935,5.926227322313935,67.57050706073642
DRAMPPI,94,0.15498439967632294,0.0,0.0,6.004510427475907,6.004510427475907,6.004510427475907,66.59202999435365
DRAMPPI,95,0.1370532363653183,0.0,0.0,6.045507982373238,6.045507982373238,6.045507982373238,66.4448740426451
DRAMPPI,96,0.162723571062088,0.0,0.0,5.986751273856498,5.986751273856498,5.986751273856498,65.93025894835591
DRAMPPI,97,0.19322848320007324,0.0,0.0,6.06630280893296,6.06630280893296,6.06630280893296,66.39793585054576
DRAMPPI,98,0.01565360091626644,0.0,0.0,6.685404003481381,6.685404003481381,6.685404003481381,66.60108384676278
DRAMPPI,99,0.17924818396568298,0.0,0.0,5.837751964689232,5.837751964689232,5.837751964689232,69.77126188576221
